product_id,product_name,category,supplier_id,cost_price,retail_price,inventory_count,reorder_level,discontinued,name,country,markup_percentage,inventory_value
28,Product_28,Clothing,83,19.254415238954785,141.36700149142533,54,10,False,Supplier_83,USA,634.2056340688919,1039.7384229035583
29,Product_29,Clothing,87,13.568354611178691,29.109373936151357,45,6,False,Supplier_87,China,114.53871726029874,610.5759575030411
30,Product_30,Home,4,26.505820205241335,529.7159840155695,52,8,False,Supplier_4,USA,1898.4893125881158,1378.3026506725494
31,Product_31,Electronics,20,41.166022325532275,87.57857315906858,45,14,False,Supplier_20,China,112.74480314497133,1852.4710046489524
32,Product_32,Home,7,15.058237448754133,77.70103412259955,50,9,False,Supplier_7,USA,416.0035122771176,752.9118724377066
33,Product_33,Home,11,20.598634423209376,34.130252727167566,59,13,False,Supplier_11,China,65.69182221473638,1215.319430969353
34,Product_34,Books,14,21.289317470112866,96.18469416528028,53,14,False,Supplier_14,USA,351.7979230678002,1128.3338259159818
35,Product_35,Electronics,59,19.422270943681035,564.5458950543833,46,9,False,Supplier_59,Germany,2806.6935410972437,893.4244634093276
36,Product_36,Sports,27,27.596934895502816,120.31454491336403,43,8,False,Supplier_27,USA,335.97068068950813,1186.6682005066211
37,Product_37,Sports,91,21.171499113594642,56.17747336744555,52,10,False,Supplier_91,China,165.34480655350887,1100.9179539069214
38,Product_38,Sports,55,35.58754679142093,167.1139976909028,49,16,True,Supplier_55,USA,369.58560720793747,1743.7897927796255
39,Product_39,Clothing,27,8.019791068703269,26.70068138189479,52,12,False,Supplier_27,USA,232.93487515020837,417.02913557256994
40,Product_40,Electronics,38,8.148625026287325,111.28542092737948,45,5,False,Supplier_38,China,1265.6956918299052,366.68812618292964
41,Product_41,Home,65,11.942849244750349,91.7161547483826,62,8,True,Supplier_65,Germany,667.9587414091974,740.4566531745216
42,Product_42,Books,96,14.349294248967198,54.896206775397175,56,8,False,Supplier_96,USA,282.57077890327866,803.5604779421631
43,Product_43,Books,73,14.67477170031579,20.29795630634212,47,8,False,Supplier_73,USA,38.31871950624842,689.7142699148421
44,Product_44,Clothing,66,22.746006440800056,43.43619990366549,54,7,False,Supplier_66,USA,90.96187287520037,1228.284347803203
45,Product_45,Home,61,9.326696250481032,27.725021349900942,52,12,False,Supplier_61,Germany,197.26519021642846,484.98820502501366
46,Product_46,Electronics,18,26.756016854864853,26.711764476856672,45,8,False,Supplier_18,USA,-0.1653922489592665,1204.0207584689183
47,Product_47,Electronics,89,6.006125799022233,53.44619676379358,60,8,True,Supplier_89,USA,789.8614273529593,360.367547941334
48,Product_48,Home,14,6.488487591535749,22.918155724496728,52,15,False,Supplier_14,USA,253.21260002706217,337.401354759859
49,Product_49,Sports,98,1.4927830578557852,68.21495056924746,52,12,False,Supplier_98,China,4469.649301033102,77.62471900850083
50,Product_50,Clothing,57,5.476582287559824,116.32672764414588,58,8,False,Supplier_57,Germany,2024.0752267775576,317.64177267846975
51,Product_51,Sports,81,8.846496092406575,74.36096461384784,60,8,False,Supplier_81,China,740.5696881240458,530.7897655443945
52,Product_52,Electronics,48,12.610896376206217,26.88087505737618,50,8,False,Supplier_48,Germany,113.15594272976537,630.5448188103109
53,Product_53,Home,33,11.089531017369557,768.3577255083671,51,10,False,Supplier_33,USA,6828.676463458073,565.5660818858474
54,Product_54,Electronics,90,5.736763249140214,133.65604190814315,46,4,False,Supplier_90,USA,2229.8162413827094,263.89110946044985
55,Product_55,Home,83,26.423854805787684,92.74395395978742,61,10,True,Supplier_83,USA,250.98570833606564,1611.8551431530486
56,Product_56,Clothing,11,11.640812312474491,146.37895981974478,42,8,False,Supplier_11,China,1157.463447485384,488.91411712392863
57,Product_57,Sports,42,6.266047519550812,53.53722804968928,57,10,False,Supplier_42,USA,754.4018838453871,357.16470861439626
58,Product_58,Home,30,42.589720900694324,68.54788566668618,55,9,False,Supplier_30,Germany,60.949365755455496,2342.434649538188
59,Product_59,Clothing,4,140.03960367872324,74.47498180062072,56,11,False,Supplier_4,USA,-46.81862855633317,7842.217806008502
60,Product_60,Home,87,85.01800746639805,83.06659514119426,46,9,False,Supplier_87,China,-2.2952929424687514,3910.82834345431
61,Product_61,Electronics,66,3.3610738299315672,28.627492184218756,43,14,False,Supplier_66,USA,751.7364875856244,144.5261746870574
62,Product_62,Books,84,61.72932100731095,27.982462433292316,38,7,False,Supplier_84,USA,-54.669090836138956,2345.714198277816
63,Product_63,Sports,1,24.623726154841474,54.46501197125911,52,9,False,Supplier_1,China,121.18915564917576,1280.4337600517567
64,Product_64,Electronics,95,57.52023951083803,126.0187912877101,59,14,False,Supplier_95,USA,119.08599887517069,3393.694131139444
65,Product_65,Books,23,12.66773704841227,143.5275080244582,57,11,False,Supplier_23,China,1033.0161612602105,722.0610117594994
66,Product_66,Books,54,8.424046612599318,65.30540845925017,52,9,True,Supplier_54,Germany,675.2261052494293,438.0504238551645
67,Product_67,Sports,87,6.873205190229586,61.76139674720395,61,11,False,Supplier_87,China,798.5821758238667,419.26551660400474
68,Product_68,Clothing,83,15.302541587625319,19.069758162798266,47,10,False,Supplier_83,USA,24.61824105231889,719.2194546183899
69,Product_69,Sports,61,129.89919916230002,59.79641646422549,65,6,False,Supplier_61,Germany,-53.96706303823011,8443.447945549502
70,Product_70,Books,67,21.736894521696005,98.20743301380084,50,6,False,Supplier_67,China,351.80066046591037,1086.8447260848002
71,Product_71,Home,65,21.831985002964224,51.79276927620436,58,5,False,Supplier_65,Germany,137.23344106901973,1266.255130171925
72,Product_72,Books,56,67.4214566238674,71.03252773519083,61,12,False,Supplier_56,China,5.355967213032736,4112.708854055912
73,Product_73,Electronics,29,29.990564681721448,39.25045715408932,50,12,False,Supplier_29,USA,30.87601907679837,1499.5282340860724
74,Product_74,Sports,39,35.916877494183176,20.65465791473329,46,10,False,Supplier_39,USA,-42.49316935171116,1652.176364732426
75,Product_75,Home,33,81.98897922747223,29.689486821695752,56,8,False,Supplier_33,USA,-63.78844193275719,4591.382836738445
76,Product_76,Books,91,17.35317184191889,28.19175656614712,59,13,False,Supplier_91,China,62.458810544630175,1023.8371386732146
77,Product_77,Clothing,7,18.417413992683993,68.25665505084011,49,9,False,Supplier_7,USA,270.60933243914656,902.4532856415157
78,Product_78,Clothing,14,7.684035368861882,47.51968040442046,55,5,False,Supplier_14,USA,518.4208963559055,422.6219452874035
79,Product_79,Clothing,24,24.01659643234674,29.654905075650383,45,5,False,Supplier_24,USA,23.476718106940783,1080.7468394556033
80,Product_80,Electronics,46,34.520228104351844,40.400117390341876,69,14,False,Supplier_46,Germany,17.033170430437494,2381.895739200277
81,Product_81,Books,16,13.622002056110164,65.06620746280961,55,10,False,Supplier_16,China,377.65524623176884,749.210113086059
82,Product_82,Books,36,8.826633307707102,112.7485259182541,46,9,False,Supplier_36,USA,1177.3672813597695,406.02513215452666
83,Product_83,Sports,70,40.35114590621438,21.7474920701466,39,5,False,Supplier_70,USA,-46.104400304534295,1573.6946903423607
84,Product_84,Books,53,62.37940718124372,44.443984752143365,44,10,False,Supplier_53,Germany,-28.752152736862158,2744.6939159747235
85,Product_85,Home,24,177.64111691581257,39.23118884199719,51,8,True,Supplier_24,USA,-77.91547952235092,9059.69696270644
86,Product_86,Clothing,27,40.38807220296448,136.93174284600352,48,10,False,Supplier_27,USA,239.04005657381373,1938.627465742295
87,Product_87,Sports,96,13.841181242406885,21.768505441734238,57,12,False,Supplier_96,USA,57.273465757672916,788.9473308171924
88,Product_88,Books,6,15.158788091555753,119.31698169130313,48,12,False,Supplier_6,Germany,687.1142532678388,727.6218283946762
89,Product_89,Books,10,9.048332475947982,24.635020068053375,53,11,False,Supplier_10,China,172.26033231578833,479.561621225243
90,Product_90,Sports,8,9.932992833837918,343.20716152994135,55,10,False,Supplier_8,China,3355.2240927906987,546.3146058610855
91,Product_91,Sports,83,18.79062114716884,161.54783970243537,51,12,False,Supplier_83,USA,759.7259155894141,958.3216785056107
92,Product_92,Clothing,18,49.91553795316383,249.6078924350519,52,12,False,Supplier_18,USA,400.0605075502964,2595.607973564519
93,Product_93,Home,24,12.322930572572718,64.67352575768892,59,12,False,Supplier_24,USA,424.8226091740994,727.0529037817903
94,Product_94,Electronics,97,17.279468945291487,19.871931828065993,41,16,False,Supplier_97,China,15.003139801243313,708.458226756951
95,Product_95,Sports,29,163.13585026699607,53.46242266255824,64,9,False,Supplier_29,USA,-67.22828086220225,10440.694417087749
96,Product_96,Books,51,52.14534632944438,80.1422241001101,52,9,False,Supplier_51,USA,53.69007925230138,2711.5580091311076
97,Product_97,Clothing,7,26.34783176769225,62.06865864545625,57,11,True,Supplier_7,USA,135.57406618014366,1501.8264107584582
98,Product_98,Home,46,3.024234973721642,1061.9291499653043,64,9,False,Supplier_46,Germany,35013.97623507038,193.55103831818508
99,Product_99,Books,71,4.7612437882967855,355.42649708690624,39,5,False,Supplier_71,Germany,7364.992613076237,185.68850774357463
100,Product_100,Books,42,0.5753130039159706,85.27709041525675,49,5,False,Supplier_42,USA,14722.729511553367,28.19033719188256
101,Product_101,Sports,64,5.1757490996627435,19.288277493031895,57,14,False,Supplier_64,Germany,272.6663932432261,295.0176986807764
102,Product_102,Sports,24,33.1253496007851,111.69051401422753,45,11,True,Supplier_24,USA,237.17535168770075,1490.6407320353294
103,Product_103,Sports,80,54.18457780443522,117.44211499589616,49,13,False,Supplier_80,Germany,116.74454199822715,2655.0443124173257
104,Product_104,Books,23,3.7850066598688237,11.395564296481284,59,7,False,Supplier_23,China,201.07118218059406,223.3153929322606
105,Product_105,Sports,23,11.337562152737886,161.33008921830213,61,13,False,Supplier_23,China,1322.9698328872475,691.591291317011
106,Product_106,Sports,63,6.5134412252290135,426.4475224075285,54,5,False,Supplier_63,China,6447.192300680268,351.72582616236673
107,Product_107,Electronics,84,24.03268680162831,45.88729496683488,37,10,False,Supplier_84,USA,90.93701568035179,889.2094116602474
108,Product_108,Clothing,28,28.364958492352237,29.82664199237324,57,8,False,Supplier_28,USA,5.153131108635686,1616.8026340640774
109,Product_109,Home,19,31.889136133088638,38.897043614496155,48,10,False,Supplier_19,USA,21.97584610683765,1530.6785343882545
110,Product_110,Electronics,40,2.4771087810338006,22.575957161038154,52,13,False,Supplier_40,USA,811.3833568349094,128.80965661375762
111,Product_111,Books,93,4.894800981779712,52.45644402995291,50,16,False,Supplier_93,Germany,971.6767489672309,244.7400490889856
112,Product_112,Sports,94,11.76844946815826,74.01618512282386,45,15,False,Supplier_94,Germany,528.9374426349749,529.5802260671217
113,Product_113,Electronics,4,77.90534011376057,95.3638356652267,54,7,False,Supplier_4,USA,22.40988297589423,4206.888366143071
114,Product_114,Home,80,222.15273616099958,76.15584638506498,49,4,False,Supplier_80,Germany,-65.71914994111397,10885.484071888979
115,Product_115,Sports,1,28.394021480216185,147.8397119039622,49,7,False,Supplier_1,China,420.67197317213765,1391.3070525305932
116,Product_116,Sports,6,61.402205721286215,11.46109018492518,57,10,False,Supplier_6,Germany,-81.33439987978807,3499.9257261133143
117,Product_117,Books,69,7.706528408269708,102.6467634851353,42,16,False,Supplier_69,China,1231.945566761128,323.67419314732774
118,Product_118,Home,83,10.345786846942364,147.65518855746757,51,5,False,Supplier_83,USA,1327.2011471133894,527.6351291940606
119,Product_119,Home,10,1.1982493862996326,121.49676422331127,45,9,False,Supplier_10,China,10039.52234088021,53.92122238348347
120,Product_120,Clothing,95,29.60575113161585,44.04686867649752,44,8,False,Supplier_95,USA,48.778081936452075,1302.6530497910974
121,Product_121,Books,81,17.99134872075738,58.287615278419544,57,10,False,Supplier_81,China,223.9757962735204,1025.5068770831706
122,Product_122,Sports,24,52.586363079546494,35.88699070155458,53,16,False,Supplier_24,USA,-31.756089221707644,2787.0772432159642
123,Product_123,Books,20,11.910606649812983,35.96160305446039,53,11,True,Supplier_20,China,201.9292309097039,631.2621524400881
124,Product_124,Home,75,4.522808170677791,26.9132518309535,44,11,False,Supplier_75,USA,495.05623089294676,199.00355950982282
125,Product_125,Sports,98,6.709253198664928,347.5679691626279,53,12,False,Supplier_98,China,5080.427073937086,355.5904195292412
126,Product_126,Clothing,51,18.13138806081181,100.81886142304201,58,12,False,Supplier_51,USA,456.0460185668101,1051.6205075270848
127,Product_127,Clothing,39,4.6481402745734535,89.14264921484146,56,15,False,Supplier_39,USA,1817.813231723559,260.2958553761134
128,Product_128,Sports,68,71.30869759840466,30.73384307197423,47,11,False,Supplier_68,USA,-56.90028831397165,3351.5087871250194
129,Product_129,Books,95,70.34572368083835,139.2644337592494,47,12,False,Supplier_95,USA,97.97142807301023,3306.249012999402
130,Product_130,Home,16,72.42653897595069,28.666478079985247,46,6,False,Supplier_16,China,-60.419925506168425,3331.620792893732
131,Product_131,Clothing,69,25.79979303693414,9.827164140438578,45,10,False,Supplier_69,China,-61.909910957927714,1160.9906866620363
132,Product_132,Sports,7,31.41720281891552,136.66703307741554,45,12,False,Supplier_7,USA,335.0070051275593,1413.7741268511984
133,Product_133,Sports,10,90.19532896628485,73.00329260107345,49,10,False,Supplier_10,China,-19.060894352564315,4419.571119347957
134,Product_134,Electronics,94,2.908424337667806,567.6112431483028,54,9,True,Supplier_94,Germany,19416.108285748163,157.05491423406153
135,Product_135,Home,36,148.54382067300367,16.8001932847918,47,10,False,Supplier_36,USA,-88.69007595962216,6981.559571631173
136,Product_136,Books,9,10.33535143621123,38.89910176739617,49,10,False,Supplier_9,USA,276.36941527801537,506.43222037435027
137,Product_137,Clothing,11,22.256399087646198,65.55788357669645,50,5,False,Supplier_11,China,194.55745881680159,1112.8199543823098
138,Product_138,Electronics,60,17.565750508151343,54.31451053330535,57,19,False,Supplier_60,USA,209.20688818904063,1001.2477789646265
139,Product_139,Sports,74,53.08799619871052,6.433413402393502,49,7,False,Supplier_74,Germany,-87.88160438696353,2601.3118137368156
140,Product_140,Home,48,10.062200818100163,87.12024717547844,62,7,False,Supplier_48,Germany,765.8170190637037,623.8564507222101
141,Product_141,Books,68,45.46569939850261,248.45329576849875,46,13,False,Supplier_68,USA,446.4631558635639,2091.42217233112
142,Product_142,Books,9,4.521675253467287,75.34606435625912,50,12,False,Supplier_9,USA,1566.3307321436373,226.08376267336436
143,Product_143,Electronics,95,3.3114210192416826,72.30760287892569,49,7,False,Supplier_95,USA,2083.5822886539563,162.25962994284245
144,Product_144,Home,34,54.8409742525989,25.819780189544304,61,13,True,Supplier_34,USA,-52.91881564572913,3345.299429408533
145,Product_145,Sports,60,18.252383359497767,14.576898028125745,58,4,False,Supplier_60,USA,-20.137015856942618,1058.6382348508705
146,Product_146,Books,14,54.37398659406937,23.556423472756137,46,12,False,Supplier_14,USA,-56.67703446389296,2501.203383327191
147,Product_147,Sports,45,17.310096389522148,59.611529952209644,49,9,False,Supplier_45,China,244.37433859867284,848.1947230865852
148,Product_148,Books,52,10.674506882356479,48.40018311022999,51,7,False,Supplier_52,Germany,353.4184449328424,544.3998510001804
149,Product_149,Books,33,21.43172743916318,285.5390574186434,48,22,False,Supplier_33,USA,1232.3193766306713,1028.7229170798325
150,Product_150,Clothing,27,44.2764558523996,19.01500445390936,43,10,False,Supplier_27,USA,-57.05391480000578,1903.8876016531829
151,Product_151,Home,68,28.29674980318879,23.620136373053853,51,12,False,Supplier_68,USA,-16.52703389139032,1443.1342399626283
152,Product_152,Sports,42,50.08463008698416,214.45730604741416,48,5,False,Supplier_42,USA,328.1898571976209,2404.06224417524
153,Product_153,Home,97,73.61526748423654,42.556201408145235,41,4,False,Supplier_97,China,-42.19106598062973,3018.225966853698
154,Product_154,Clothing,33,4.296892663364191,59.7521892264925,42,15,False,Supplier_33,USA,1290.5906874506466,180.469491861296
155,Product_155,Books,37,61.19822451477329,116.43433359847519,44,11,False,Supplier_37,China,90.25769868596086,2692.721878650025
156,Product_156,Electronics,85,29.163270094181826,96.69012461724274,55,10,False,Supplier_85,China,231.54760870432276,1603.9798551800004
157,Product_157,Clothing,82,27.57890835074113,47.63586649502857,40,7,False,Supplier_82,Germany,72.72571448154673,1103.1563340296452
158,Product_158,Books,88,11.530837650202926,69.1460652658068,52,14,False,Supplier_88,China,499.6621179085799,599.6035578105522
159,Product_159,Home,65,39.66684761196014,84.72690965556906,50,12,False,Supplier_65,Germany,113.5962768819135,1983.342380598007
160,Product_160,Sports,57,27.731513758530472,7.612037490065527,51,13,False,Supplier_57,Germany,-72.55094851169459,1414.307201685054
161,Product_161,Clothing,65,10.44577039814648,31.871851020906043,49,16,False,Supplier_65,Germany,205.11728485398697,511.84274950917757
162,Product_162,Clothing,74,51.03215650366161,173.98516491258744,44,9,False,Supplier_74,Germany,240.93241758283094,2245.414886161111
163,Product_163,Clothing,41,22.113795500579123,174.1631896126641,54,10,False,Supplier_41,USA,687.5771013985503,1194.1449570312727
164,Product_164,Books,85,98.65522366613239,117.06297853041538,51,13,True,Supplier_85,China,18.65867227322727,5031.416406972751
165,Product_165,Electronics,38,26.422694762094643,241.30159783046687,64,5,False,Supplier_38,China,813.2361403827451,1691.0524647740572
166,Product_166,Home,44,119.02443125340633,56.01131476395424,58,5,False,Supplier_44,China,-52.94132962945683,6903.417012697568
167,Product_167,Books,29,190.9784392182569,26.264331067540102,51,7,False,Supplier_29,USA,-86.24748889191397,9739.900400131102
168,Product_168,Books,93,1.7570464690315033,5.380639830879898,53,7,False,Supplier_93,Germany,206.232073295463,93.12346285866967
169,Product_169,Clothing,52,9.361202139578477,121.48910845480495,48,18,True,Supplier_52,Germany,1197.7938799244373,449.3377026997669
170,Product_170,Books,56,29.35373300285604,392.0672477420444,50,7,False,Supplier_56,China,1235.6640114696734,1467.686650142802
171,Product_171,Electronics,50,28.666109345282948,111.18322334824308,67,6,False,Supplier_50,Germany,287.8559940208225,1920.6293261339574
172,Product_172,Books,69,23.515182292795966,19.45250567468634,51,8,False,Supplier_69,China,-17.276823830339836,1199.2742969325943
173,Product_173,Electronics,22,12.799304258416562,294.1972041499211,38,14,False,Supplier_22,USA,2198.540594161304,486.3735618198294
174,Product_174,Books,62,5.466143001851178,24.869138752191905,46,14,False,Supplier_62,USA,354.96685219851844,251.44257808515417
175,Product_175,Sports,40,5.375543039581127,131.8636225937828,50,11,False,Supplier_40,USA,2353.0288683923895,268.7771519790564
176,Product_176,Electronics,10,343.93265803906877,161.94741916148948,52,7,False,Supplier_10,China,-52.91304405785938,17884.498218031575
177,Product_177,Sports,85,45.639914028422915,10.691571475272081,47,11,False,Supplier_85,China,-76.57407621623969,2145.075959335877
178,Product_178,Electronics,31,7.4527277476534985,38.67863869898566,42,9,False,Supplier_31,USA,418.9863363942642,313.01456540144693
179,Product_179,Books,56,8.602488145071451,27.945867866887088,42,8,False,Supplier_56,China,224.8579642960377,361.30450209300096
180,Product_180,Clothing,7,3.4999255613839866,179.22471461130075,45,10,False,Supplier_7,USA,5020.81504214705,157.4966502622794
181,Product_181,Clothing,60,14.00637311111886,127.87869238528887,60,15,False,Supplier_60,USA,813.0036117899307,840.3823866671316
182,Product_182,Clothing,65,8.182716610326686,28.92074453985414,66,12,False,Supplier_65,Germany,253.43695641806553,540.0592962815613
183,Product_183,Home,14,76.17231212672164,179.33068619025767,57,6,False,Supplier_14,USA,135.42765236260635,4341.821791223133
184,Product_184,Electronics,29,23.160834080454908,44.80778588018522,51,6,False,Supplier_29,USA,93.46361069957261,1181.2025381032004
185,Product_185,Home,22,33.0647048559767,185.3312152633934,49,11,False,Supplier_22,USA,460.51072002807666,1620.1705379428583
186,Product_186,Clothing,21,28.79562625531174,78.04065569022852,48,9,False,Supplier_21,USA,171.01565702476387,1382.1900602549636
187,Product_187,Home,98,23.37576222261687,39.56817894944289,58,10,False,Supplier_98,China,69.27011223257263,1355.7942089117785
188,Product_188,Sports,79,4.056553628316226,29.74405403492831,46,6,False,Supplier_79,China,633.2345818702839,186.60146690254638
189,Product_189,Home,57,12.18672268022439,68.14810165833303,33,14,False,Supplier_57,Germany,459.1995768388014,402.16184844740485
190,Product_190,Home,30,34.03968453587692,14.357774819935521,59,7,False,Supplier_30,Germany,-57.820482135188975,2008.3413876167385
191,Product_191,Electronics,89,21.0030719698309,83.07573730606961,56,9,False,Supplier_89,USA,295.5408876634844,1176.1720303105303
192,Product_192,Electronics,31,34.23504265401312,96.42937908228187,46,9,False,Supplier_31,USA,181.66864010312008,1574.8119620846035
193,Product_193,Sports,61,11.168719865338556,34.79366922179616,55,17,False,Supplier_61,Germany,211.52781734436905,614.2795925936206
194,Product_194,Home,92,19.972632363939333,17.829890082099332,54,13,False,Supplier_92,China,-10.728391945514053,1078.522147652724
195,Product_195,Electronics,60,9.56438790025056,122.3571467137035,50,10,False,Supplier_60,USA,1179.2992922265112,478.219395012528
196,Product_196,Sports,42,9.286714144862689,116.79278693101494,51,14,False,Supplier_42,USA,1157.63305631221,473.6224213879971
197,Product_197,Electronics,34,152.71989984777997,131.64963950157866,53,17,False,Supplier_34,USA,-13.796669829670268,8094.154691932338
198,Product_198,Electronics,77,26.802929109330844,32.897549360967595,54,11,False,Supplier_77,Germany,22.738635119976664,1447.3581719038655
199,Product_199,Electronics,18,97.40786459665127,29.091706770741435,44,8,False,Supplier_18,USA,-70.13412942455412,4285.946042252655
200,Product_200,Clothing,56,39.8905665120322,33.03867810239473,44,7,False,Supplier_56,China,-17.176713716439043,1755.1849265294168
201,Product_201,Sports,22,18.703402381057682,108.61857116179227,36,12,False,Supplier_22,USA,480.74231067069553,673.3224857180766
202,Product_202,Books,62,29.87434238799971,31.419394825746974,35,9,True,Supplier_62,USA,5.171837484087676,1045.6019835799898
203,Product_203,Electronics,40,11.819927217364702,19.799381249494232,52,7,False,Supplier_40,USA,67.50848702694955,614.6362153029645
204,Product_204,Electronics,45,217.82176271061687,282.5334597886324,48,9,False,Supplier_45,China,29.70855449553362,10455.44461010961
205,Product_205,Sports,94,10.923146585410953,32.748003949100735,46,14,False,Supplier_94,Germany,199.80375794681035,502.46474292890383
206,Product_206,Books,5,24.41581144781011,177.5832086547744,51,7,False,Supplier_5,China,627.3287190735662,1245.2063838383156
207,Product_207,Clothing,50,25.800749428298154,162.73919958652237,46,8,False,Supplier_50,Germany,530.7537695321,1186.834473701715
208,Product_208,Electronics,33,216.53256642767457,152.37314982737553,34,11,False,Supplier_33,USA,-29.630377387934086,7362.107258540936
209,Product_209,Home,7,8.944647853999687,32.92630307562842,42,9,False,Supplier_7,USA,268.11178721703504,375.67520986798684
210,Product_210,Books,35,5.9467674689121806,16.634832233035556,59,11,False,Supplier_35,Germany,179.72898419178483,350.85928066581863
211,Product_211,Electronics,5,34.531051829011375,143.38843894640178,41,16,False,Supplier_5,China,315.2449211695704,1415.7731249894664
212,Product_212,Books,30,3.9162134540603883,105.12330435760872,54,16,False,Supplier_30,Germany,2584.3098720427333,211.47552651926097
213,Product_213,Clothing,64,78.48962041526379,30.86914117823123,65,10,False,Supplier_64,Germany,-60.67105304508754,5101.825326992146
214,Product_214,Electronics,29,15.22785788240213,52.530149429560424,52,7,False,Supplier_29,USA,244.96085946708357,791.8486098849107
215,Product_215,Clothing,35,38.48044823154191,55.96342181243765,41,11,False,Supplier_35,Germany,45.433393799621044,1577.6983774932182
216,Product_216,Books,73,1.158341277665919,86.98824616874889,72,11,True,Supplier_73,USA,7409.725142838038,83.40057199194617
217,Product_217,Home,35,18.219157594940356,11.937841101821968,45,8,False,Supplier_35,Germany,-34.47643756516368,819.862091772316
218,Product_218,Books,97,5.490090997617933,213.61923197281655,59,11,False,Supplier_97,China,3790.996197795314,323.915368859458
219,Product_219,Sports,92,24.653685185127966,31.136614882307857,51,6,False,Supplier_92,China,26.295986374850926,1257.3379444415264
220,Product_220,Sports,3,15.526828257614174,1008.5896198113327,63,8,False,Supplier_3,Germany,6395.786538482077,978.1901802296929
221,Product_221,Home,40,22.438438963182776,20.64582360695543,51,11,False,Supplier_40,USA,-7.989037736398179,1144.3603871223215
222,Product_222,Books,35,12.183837963429779,442.7648134131044,59,14,True,Supplier_35,Germany,3534.033994395515,718.846439842357
223,Product_223,Clothing,85,14.923103712355763,47.16469631542933,49,9,False,Supplier_85,China,216.05152134926703,731.2320819054324
224,Product_224,Electronics,79,15.679898371367155,497.7069478395008,58,11,True,Supplier_79,China,3074.1720261934643,909.434105539295
225,Product_225,Books,14,3.927137216556153,157.32727646183625,49,8,False,Supplier_14,USA,3906.1568462281066,192.4297236112515
